"","state","state_abbreviation.x","state_fips_code.x","closed_k_12_public_schools","closed_day_cares","banned_visitors_to_nursing_homes","closed_other_non_essential_businesses","closed_restaurants","closed_gyms","closed_movie_theaters","closed_bars","closed_casinos","mention_of_tribal_casinos","closed_businesses_overnight","began_to_reopen_businesses_statewide","reopened_restaurants","initially_reopened_restaurants_for_outdoor_dining_only","reopened_gyms","reopened_movie_theaters","reopened_hair_salons_barber_shops","reopened_religious_gatherings","reopened_other_non_essential_retail","reopened_bars","reopened_child_care","reopened_casinos","allowed_businesses_to_reopen_overnight","began_to_re_close_bars","closed_bars_x2","closed_movie_theaters_x2","closed_gyms_x2","closed_hair_salons_barber_shops_x2","closed_restaurants_x2","closed_casinos_x2","reopened_restaurants_x2","reopened_bars_x2","reopened_gyms_x2","reopened_movie_theaters_x2","reopened_casinos_x2","closed_bars_x3","closed_restaurants_x3","reopened_restaurants_x3","x.x","school_day_care_notes","nursing_home_notes","religious_gathering_notes","restaurant_notes","bar_notes","gym_notes","movie_theater_notes","business_notes","casino_notes","overnight_closure_notes","state_abbreviation.y","state_fips_code.y","public_face_mask_mandate","second_mandate_for_facemasks_by_all_individuals_in_public_places","face_mask_mandate_enforced_by_fines","face_mask_mandate_enforced_by_criminal_charge_citation","no_legal_enforcement_of_face_mask_mandate","business_face_mask_mandate","end_face_mask_mandate","attempt_by_state_government_to_prevent_local_governments_from_implementing_face_mask_orders","x.y","notes.x","state_abbreviation.x.x","state_fips_code.x.x","snap_waiver_emergency_allotments_to_current_snap_households","snap_waiver_pandemic_ebt","snap_waiver_temporary_suspension_of_claims_collection","x2020_q1_snap_abawd_time_limit_waiver","state_abbreviation.y.y","state_fips_code.y.y","overall_eviction_moratorium_start","overall_eviction_moratorium_expiration","second_overall_eviction_moratorium_start","second_overall_eviction_moratorium_end","third_overall_eviction_moratorium_start","third_overall_eviction_moratorium_end","freeze_initiation_of_evictions","lift_freeze_of_eviction_initiation","second_freeze_of_eviction_initiation","lift_second_freeze_of_eviction_initiation","suspend_court_hearings_for_evictions","resume_court_hearings_for_evictions","second_suspension_of_court_hearings_for_evictions","second_resumption_of_court_hearings_for_evictions","freeze_enforcement_of_evictions","lift_freeze_of_eviction_enforcement","second_freeze_of_eviction_enforcement","lift_second_freeze_of_eviction_enforcement","covid_19_hardship_start","covid_19_hardship_expiration","second_covid_19_hardship_start","second_covid_19_hardship_expiration","cares_act_pleading_start","cares_act_pleading_end","cdc_start","cdc_end","state_abbreviation.x.x.x","state_fips_code.x.x.x","quarantine_mandate_for_some_travelers","quarantine_mandate_for_all_travelers","quarantine_mandate_ended","x.x.x","notes.y","state_abbreviation.y.y.y","state_fips_code.y.y.y","x2015_minimum_wage","x2016_minimum_wage","x2017_minimum_wage","x2018_minimum_wage","x2019_minimum_wage","jan_1_2020_minimum_wage","jul_1_2020_minimum_wage","sept_1_2020_minimum_wage","oct_1_2020_minimum_wage","x2020_minimum_wage_for_tipped_workers","x2021_minimum_wage","different_minimum_wage_for_smaller_businesses","x.y.y","notes.x.x","state_abbreviation.x.x.x.x","state_fips_code.x.x.x.x","minimum_total_earnings_required_in_the_base_period_to_qualify_for_ui","x_of_quarters_needed_with_wages_number_of_calendar_quarters_with_earnings_in_the_base_period_needed_to_qualify_for_ui","minimum_total_earnings_required_outside_the_highest_earning_calendar_quarter_of_the_base_period_to_qualify_for_ui","require_earnings_in_the_last_two_calendar_quarters_of_the_base_period_in_order_to_qualify_for_ui","earnings_in_base_period_required_to_receive_a_300_weekly_benefit_amount_for_ui","taxable_wage_amount","minimum_tax_rate","maximum_tax_rate","average_benefit_amount_august","x.x.x.x","notes.y.y","state_abbreviation.y.y.y.y","state_fips_code.y.y.y.y","population_density_per_square_mile","population_2018","square_miles","number_homeless_2019","percent_unemployed_2018","percent_living_under_the_federal_poverty_line_2018","percent_at_risk_for_serious_illness_due_to_covid","all_cause_deaths_2018","mental_health_professionals_per_100_000_population_in_2019","were_there_casino_s_in_state_land_and_non_land_based","state_has_at_least_one_american_indian_alaskan_native_reservation","state_abbreviation.x.x.x.x.x","state_fips_code.x.x.x.x.x","stay_at_home_shelter_in_place","religious_gatherings_exempt_without_clear_social_distance_mandate","stay_at_home_order_issued_but_did_not_specifically_restrict_movement_of_the_general_public","end_stay_at_home_shelter_in_place","x.y.y.y","notes","state_abbreviation.y.y.y.y.y","state_fips_code.y.y.y.y.y","no_state_unemployment_waiting_period_prior_to_pandemic_or_date_waiting_period_waived_not_found","waived_one_week_waiting_period_for_ui","reinstated_one_week_waiting_period_for_ui","waive_work_search_requirement_for_ui","reinstated_work_search_requirement_for_ui","expand_eligibility_of_unemployment_insurance_to_anyone_who_is_quarantined_and_or_taking_care_of_someone_who_is_quarantined","expand_eligibility_for_ui_to_high_risk_individuals_in_preventative_quarantine","expand_eligibility_of_ui_to_those_who_have_lost_childcare_school_closures","extend_the_amount_of_time_an_individual_can_be_on_ui","weekly_unemployment_insurance_maximum_amount_dollars","weekly_ui_maximum_amount_with_extra_stimulus_through_july_31_2020_dollars","unemployment_insurance_maximum_duration_weeks","ui_maximum_duration_with_pandemic_emergency_unemployment_compensation_cares_extension_weeks","extended_benefits_program_activated","extended_benefits_program_deactivated","total_unemployment_rate_at_extended_benefits_program_shutoff","total_unemployment_rate_relative_to_prior_year","total_unemployment_rate_relative_to_second_prior_year","x20_week_extended_benefits_program_activated","x20_week_extended_benefits_program_deactivated","x","ui_notes","eb_notes","state_abbreviation","state_fips_code","utilities_shutoff_moratorium_start","utilities_shutoff_moratorium_expiration","second_utilities_shutoff_moratorium_start","utilities_reconnection_start","utilities_reconnection_end"
"11","Georgia","GA",13,"3/18/2020","0","4/3/2020","4/3/2020","4/3/2020","4/3/2020","4/3/2020","3/24/2020","0",0,"0","5/1/2020","4/27/2020",0,"4/24/2020","4/27/2020","4/24/2020","0","4/23/2020","6/1/2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"","","","GA-Must operate at reduced capacity, follow social distancing protocols","","","","GA - Governor ordered non-essential businesses to operate at minimum basic operations, but did not order them to close; Allow gyms, fitness centers, bowling alleys, body art studios, barbers, cosmetologists, hair designers, nail care artists, estheticians, their respective schools, and massage therapists 4/24 4/27 theaters, private social clubs, and restaurant dine-in services reopen;","GA- All casinos in the state are on boats/cruises","","GA",13,"0","0",0,0,0,"4/27/2020","0","7/15/2020",NA,"GA - Face mask use recommended in public spaces but not required; face mask use by employees in public-facing businesses required in order to reopen; state barred localities from passing more rigorous mask laws than the state, resulting in a lawsuit (has since been withdrawn) against Atlanta for its attempts at passing mask requirements","GA",13,"3/24/2020","6/5/2020","4/10/2020",1,"GA",13,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5/4/2020","8/25/2020","0","0","GA",13,"0","0","0",NA,"","GA",13,"$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$2.13","$7.25",1,NA,"GA - State minimum wage below federal minimum wage at $5.15; Minimum wage rates applicable to employers of six or more; State law excludes from coverage any employment that is subject to the federal Fair Labor Standards Act when the federal rate is greater than the State rate","GA",13,"2200",2,1,0,"12000",9500,0.04,7.56,"$256.80",NA,"","GA",13,177.02,10519475,59425,10443,4.8,14.3,36.2,85202,137.3,1,1,"GA",13,"4/3/2020",0,"0","5/1/2020",NA,"GA - Only high-risk individuals were ordered to shelter in place","GA",13,1,"0","0",1,1,1,1,1,1,"365","965","26","27","5/10/2020","2/6/2021","5.3","171","139","7/5/2020","10/10/2020",NA,"","","GA",13,"0","0","0","0","0"
"12","Hawaii","HI",15,"3/16/2020","0","3/17/2020","3/25/2020","3/17/2020","3/25/2020","3/17/2020","3/17/2020","0",0,"0","5/7/2020","6/5/2020",0,"6/19/2020","6/19/2020","5/29/2020","5/18/2020","5/7/2020","6/26/2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"","","","HI- county by county approach; reopened restaurants between 6/1 and 6/5 ","HI - Oahu reclosed non-essential businesses, but it was Mayor initiated/ordered, not state. HOWEVER, Gov. Ige ""approved"" and undersigned it (https://governor.hawaii.gov/newsroom/latest-news/governors-office-news-release-gov-ige-approves-mayor-caldwells-stay-at-home-order/). Consider this as an action taken by a local community, and therefore one that doesn't fit in the definition of begin to re-close bars, but a second opinion is welcome.","","","HI - May 7 – 15: Reopened agriculture, auto dealerships, car washes, pet grooming services, observatories and support facilities, retail and repair services, and shopping malls; Governor is taking a county by county approach to reopening (counties must apply to reopen specific types of businesses); 6/1 personal care/salons open in every county; 6/5 restaurants reopened in every county","","","HI",15,"0","0",1,1,0,"06/10/2020","0","0",NA,"HI - Every county mandated face mask use but no statewide mandate; State-wide EO suggested masks but in stores it is required and to be enforced by the businesses. Each county has their own laws but there was never a statewide mandate. Only a suggestion. ","HI",15,"4/17/2020","5/28/2020","0",1,"HI",15,"3/17/2020","2/15/2021","0","0","0","0","4/16/2020","2/15/21","0","0","3/17/2020","4/27/2020","0","0","3/17/2020","2/15/2021","0","0","0","0","0","0","0","0","0","0","HI",15,"0","3/26/2020","0",NA,"","HI",15,"$7.75","$8.50","$9.25","$10.10","$10.10","$10.10","$10.10","$10.10","$10.10","$9.35","$10.10",0,NA,"HI - Domestic service workers are subject to Hawaii's minimum wage and overtime requirements; Act 248, Regular Session 2013","HI",15,"130",2,1,0,"7800",48100,0,5.6,"$449.20",NA,"","HI",15,129.94,1420491,10932,6412,3.8,8.8,39.1,11415,250.5,0,0,"HI",15,"3/25/2020",0,"5/7/2020","5/31/2020",NA,"HI - Stay-at-home order was in place through 5/31 but rules began relaxing for certain groups and businesses on 5/7","HI",15,0,"3/16/2020","0",1,1,0,0,0,0,"648","1248","26","39","5/17/2020","0","-","-","-","0","0",NA,"","","HI",15,"5/4/2020","2/15/2021","0","5/4/2020","2/15/2021"
"13","Idaho","ID",16,"3/24/2020","0","0","3/25/2020","3/25/2020","3/25/2020","3/25/2020","3/25/2020","0",0,"0","5/1/2020","5/16/2020",0,"5/16/2020","5/30/2020","5/16/2020","5/1/2020","5/1/2020","5/30/2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"","","","","ID - Ada County closed bars as mandated by Central District Health. This is not a statewide agency, its authority is limited to certain counties","","","ID - 5/1 Does not include entertainment venues, bars, restaurants, hair salons; 5/16 restaurants, gyms, hair salons reopen","","","ID",16,"0","0",0,0,0,"0","0","0",NA,"ID - Face mask use recommended but not required in public spaces; Employers allowed to decide whether or not to require face mask use by employees","ID",16,"4/2/2020","0","0",1,"ID",16,"3/16/2020","5/1/2020","0","0","0","0","0","0","0","0","3/16/2020","5/1/2020","0","0","0","0","0","0","0","0","0","0","5/4/2020","7/26/2020","0","0","ID",16,"0","4/15/2020","5/16/20",NA,"","ID",16,"$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$3.35","$7.25",0,NA,"","ID",16,"2340",2,468,0,"9750",41600,0.25,5.4,"$306.11",NA,"","ID",16,20.99,1754208,83569,2315,4,11.8,36.2,14261,208.8,1,1,"ID",16,"3/25/2020",0,"0","5/1/2020",NA,"","ID",16,0,"3/27/2020","0",1,1,1,0,0,0,"448","1048","20","33","5/24/2020","8/22/2020","6.6","228","228","0","0",NA,"ID - Work search requirement waived provided “reasonable expectation of continued employment with the current employer” regardless of whether a specific return date has been determined","","ID",16,"0","0","0","0","0"
"14","Illinois","IL",17,"3/17/2020","3/23/2020","0","3/21/2020","3/16/2020","3/21/2020","3/21/2020","3/16/2020","03/16/2020",0,"0","5/29/2020","5/29/2020",1,"5/29/2020","6/26/2020","5/29/2020","5/1/2020","5/29/2020","6/26/2020","5/29/2020","07/01/2020","0","11/20/2020","11/20/2020","11/20/2020","0","0","11/20/2020","11/20/2020","0","0","0","0","0","0","0","0",NA,"IL - Day cares only remained open for children of essential workers","","","IL-5/28 reopen restaurants for outdoor dining only; 6/22 open for indoor dining","IL - Chicago reclosed bars in July, but this was ordered by the Mayor, not the state","","","IL - 5/29 reopen manufacturing, non-essential businesses, personal care, retail ","","","IL",17,"5/1/2020","0",1,0,0,"5/1/2020","0","0",NA,"IL- Fine and misdemeanor for a business in violation 3x","IL",17,"4/1/2020","4/17/2020","0",1,"IL",17,"3/21/2020","2/7/2021","0","0","0","0","4/23/2020","2/7/2021","0","0","0","0","0","0","3/21/2020","2/7/2021","0","0","11/13/2020","2/7/2021","0","0","3/28/2020","8/25/2020","0","0","IL",17,"0","0","0",NA,"IL - While there are no statewide travel restrictions/quarantines, the city of Chicago has a quarantine/testing policy","IL",17,"$8.25","$8.25","$8.25","$8.25","$9.25","$9.25","$10.00","$10.00","$10.00","$6.00","$11.00",1,NA,"IL - Minimum wage rates applicable to employers of four or more","IL",17,"1600",2,440,0,"16595.74",12740,0.2,6.4,"$313.12",NA,"","IL",17,220,12741080,57914,10199,5.5,12.1,36.2,110022,228.8,1,0,"IL",17,"3/21/2020",0,"0","5/29/2020",NA,"","IL",17,0,"3/16/2020","0",0,0,1,0,1,0,"484","1084","26","39","5/17/2020","0","-","-","-","7/5/2020","1/16/2021",NA,"","IL - 20-week EB activation date officially shows up on 7/19 notice","IL",17,"3/18/2020","7/26/2020","0","6/18/2020","1/26/2021"
"15","Indiana","IN",18,"3/20/2020","0","0","3/25/2020","3/16/2020","3/25/2020","3/25/2020","3/16/2020","3/16/2020",0,"0","5/18/2020","5/18/2020",0,"6/1/2020","6/12/2020","5/18/2020","5/8/2020","5/18/2020","6/12/2020","0","6/15/2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"","","","IN-Reopen 5/4 for most counties, 5/18 reopen for all counties. Must be at 50% capacity","","IN- all counties reopen 6/1, most counties reopened gyms 5/24","","IN - 5/4 retail/commercial businesses and manufacturing reopens in most counties. 5/18 retail/commercial business reopen for entire state","IN- no closing/opening mandate EO's but press releases confirmed these dates. ","","IN",18,"7/27/2020","0",0,0,0,"5/1/2020","0","0",NA,"IN- recommended but not required","IN",18,"3/27/2020","5/14/2020","4/13/2020",0,"IN",18,"3/19/2020","8/15/2020","0","0","0","0","3/19/2020","8/15/2020","0","0","3/19/2020","8/15/2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0","IN",18,"0","0","0",NA,"","IN",18,"$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$2.13","$7.25",1,NA,"IN - Minimum wage rates applicable to employers of two or more","IN",18,"4200",2,1400,1,"33191.49",9500,0.5,7.4,"$221.90",NA,"","IN",18,183.74,6691878,36420,5471,4.4,13.1,39.9,65693,160,1,0,"IN",18,"3/25/2020",0,"0","5/18/2020",NA,"IN - Expired for most counties 5/1; some reopening on 5/4; expired for all counties 5/18","IN",18,0,"3/26/2020","1",1,1,1,0,1,0,"390","990","26","39","6/7/2020","11/14/2020","6.8","213","194","0","0",NA,"IN - Waiting week has been reinstated but date is unknown","","IN",18,"3/19/2020","8/15/2020","0","0","0"
"16","Iowa","IA",19,"4/2/2020","0","0","3/26/2020","3/17/2020","3/17/2020","3/17/2020","3/17/2020","03/16/2020",0,"11/17/2020","5/15/2020","5/15/2020",0,"5/15/2020","5/22/2020","5/15/2020","5/1/2020","5/15/2020","5/28/2020","0","06/01/2020","12/10/2020","8/27/20","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"IA - Governor recommended schools close 5/15; Ordered schools to close 4/2","","","IA-Opened in the majority of counties in 5/1 reopened at 50% capacity and social distancing requirements","","IA-Majority of counties reopen 5/1 with social distancing requirements; opened in all counties 5/15","","IA - Order to close non-essential businesses only mentions retail/personal care businesses; Reopened restaurants, fitness centers, malls, libraries, race tracks, and other retail 5/1 in most counties, statewide 5/15","","IA - Order restricting operating hours for bars and restaurants to 6 a.m.-10 p.m., aside from carry-out and drive-thru","IA",19,"11/16/2020","0",0,0,0,"11/16/2020","2/7/2021","0",NA,"IA- Face mask order applicable in public businesses and executive branch buildings. Does not apply outdoors or in judicial or legislative areas.","IA",19,"3/25/2020","6/5/2020","0",0,"IA",19,"3/19/2020","5/28/2020","0","0","0","0","3/19/2020","5/28/2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5/23/2020","0","10/2/2020","1/31/2021","IA",19,"0","0","0",NA,"IA - On 3/21, the state recommended that out-of-state visitors self-quarantine but not required","IA",19,"$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$4.35","$7.25",0,NA,"","IA",19,"2423",2,808,0,"10350",31600,0,7.5,"$343.48",NA,"","IA",19,56.09,3156145,56273,2315,3.6,11.2,36.9,30367,155.7,1,1,"IA",19,"0",0,"0","0",NA,"","IA",19,1,"0","0",1,2,1,1,1,0,"481","1081","26","39","5/17/2020","10/31/2020","5.9","211","236","0","0",NA,"","","IA",19,"3/27/2020","5/28/2020","0","0","0"
"17","Kansas","KS",20,"3/18/2020","0","0","3/30/2020","3/30/2020","3/30/2020","3/30/2020","3/30/2020","05/04/2020",1,"0","5/4/2020","5/4/2020",0,"5/18/2020","5/22/2020","5/18/2020","5/4/2020","5/4/2020","6/8/2020","0","05/22/2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"","","","","","","","KS - Statewide stay-at-home order went into effect 3/30/20 and closed all non-essential businesses; 5/4 Most businesses reopen except Bars, casinos, indoor leisure spaces, gyms, personal service; 5/18 gyms and personal service reopen","","","KS",20,"7/3/2020","0",0,0,1,"7/3/2020","0","0",NA,"KS- recommended but not required","KS",20,"4/1/2020","4/25/2020","0",0,"KS",20,"3/17/2020","6/1/2020","8/19/2020","0","0","0","0","0","0","0","3/17/2020","4/3/2020","0","0","3/23/2020","6/1/2020","8/19/2020","0","3/23/2020","6/1/2020","8/19/2020","3/31/2021","0","0","0","0","KS",20,"3/23/2020","0","0",NA,"KS - 5/18 mandated quarantine for those returning from cruises and international travel","KS",20,"$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$2.13","$7.25",0,NA,"","KS",20,"3660",2,1,0,"9000",14000,0,7.1,"$341.68",NA,"","KS",20,35.39,2911505,82278,2381,3.8,12,38,27537,196.7,1,1,"KS",20,"3/30/2020",1,"0","5/4/2020",NA,"","KS",20,0,"3/31/2020","0",1,1,0,0,0,1,"488","1088","16","29","6/7/2020","12/12/2020","6.0","194","188","7/5/2020","10/10/2020",NA,"","","KS",20,"3/16/2020","6/1/2020","0","0","0"
"18","Kentucky","KY",21,"3/17/2020","3/23/2020","0","3/26/2020","3/16/2020","3/18/2020","3/18/2020","3/16/2020","0",0,"8/11/2020","5/11/2020","5/22/2020",0,"6/1/2020","6/1/2020","5/25/2020","5/9/2020","5/20/2020","6/29/2020","6/8/2020","0","0","7/28/2020","7/28/2020","0","0","0","11/20/2020","0","0","8/11/2020","0","0","0","11/20/2020","0","0",NA,"","","","","KY - Governor's order stops the sale of most alcohol in bars across the state but does not mandate the bar closes. Delivery and to go alcohol is permitted when sold alongside food. ","","","KY - May 11 – Manufacturing, construction, vehicle and vessel dealerships, professional services (at 50% of pre-outbreak capacity), horse racing (without spectators), pet grooming and boarding May 20 – Retail, houses of worship; 5/25 personal care services","","","KY",21,"5/11/2020","0",0,0,1,"5/11/2020","0","0",NA,"KY-5/11 issued an order mandating that anyone in a business must wear a mask; 7/10 issued a stricter face mask policy mandating face mask use in most situations where an individual is in public","KY",21,"3/28/2020","5/20/2020","0",1,"KY",21,"3/16/2020","8/25/2020","0","0","0","0","4/1/2020","8/1/2020","0","0","3/16/2020","8/1/2020","0","0","3/25/2020","8/25/2020","0","0","0","0","0","0","3/27/2020","1/31/2021","9/4/2020","12/31/2020","KY",21,"0","4/2/2020","5/6/20",NA,"KY - 7/21 announced a travel advisory (not a mandate) that recommended those who returned from states with a testing positivity rate equal to or greater than 15% quarantine for 14 days; 3/30 order restricts KY residents from traveling out of state; 4/2 extended quarantine rules to anyone coming into Kentucky from another state ","KY",21,"$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$7.25","$2.13","$7.25",0,NA,"","KY",21,"3271",2,1090,1,"25161.45",10800,0.3,9,"$319.88",NA,"","KY",21,110.58,4468402,40408,4079,5.2,16.9,43.6,48707,227.5,0,0,"KY",21,"0",0,"3/26/2020","6/29/2020",NA,"KY - Order on 3/25/2020 did not have any language ordering individuals to stay at home; 3/26/2020 order did not order residents to stay at home; Order never applied to the entire state but it expired officially on 6/29/2020","KY",21,0,"3/16/2020","0",1,1,1,0,0,0,"552","1152","26","39","5/17/2020","11/28/2020","6.8","158","158","6/7/2020","9/12/2020",NA,"","KY - TUR is shown to be 6.8 at time of shutoff on 11/28 (This conflicts with the TUR activation trigger, may be a data presentation error, and should be investigated further); 20-week EB activation date officially shows up on 7/12 notice; Based on the more recent notices, EB deactivation date has been treated as occurring then since no recent active weeks appear","KY",21,"5/8/2020","11/6/2020","0","0","0"
"19","Louisiana","LA",22,"3/16/2020","0","3/12/2020","3/23/2020","3/17/2020","3/17/2020","3/17/2020","3/17/2020","03/17/2020",0,"0","5/1/2020","5/1/2020",1,"5/15/2020","5/15/2020","5/15/2020","5/15/2020","5/15/2020","6/5/2020","0","05/18/2020","0","7/13/2020","7/13/2020","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"","","","LA- UPDATED 5/22; 5/1 outdoor dining only with no table service, 5/15 opened indoor dining at 25% capacity","","","","LA - 5/1 limited retail permitted to reopen with capacity restrictions; 5/15 reopen Restaurants, cafes, malls, Gyms, personal care, Movie theaters, Museums, zoos, aquariums, Bars and breweries with LDH food permits","","","LA",22,"8/7/2020","0",1,1,0,"5/1/2020","0","0",NA,"LA- initially recommended but not required on 7/13 a state mandate was passed however it exempts parishes with lower rates of infection. From the start 3 parishes were allowed to out of the rule and so the order has never applied statewide. ","LA",22,"3/27/2020","5/20/2020","4/13/2020",1,"LA",22,"3/17/2020","6/16/2020","0","0","0","0","0","0","0","0","3/17/2020","6/16/2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0","LA",22,"0","0","0",NA,"","LA",22,"$7.25","$7.25","$7.25","$7.25","$7.25","7.25","$7.25","$7.25","$7.25","$2.13","$7.25",0,NA,"LA - No official state minimum wage","LA",22,"1200",2,400,0,"Max Benefit < $300",7700,0.09,6,"$180.86",NA,"","LA",22,88.97,4659978,52378,2941,6.4,18.6,42.1,46048,264.6,1,1,"LA",22,"3/23/2020",0,"0","5/15/2020",NA,"","LA",22,0,"3/13/2020","0",1,1,1,0,1,0,"247","847","26","39","5/10/2020","1/23/2021","8.6","169","179","0","0",NA,"","","LA",22,"3/13/2020","7/16/2020","0","0","0"
"20","Maine","ME",23,"4/2/2020","0","0","3/25/2020","3/18/2020","3/25/2020","3/25/2020","3/18/2020","0",0,"11/20/2020","5/1/2020","6/1/2020",1,"6/17/2020","7/1/2020","6/17/2020","5/29/2020","6/1/2020","6/17/2020","0","0","2/1/2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"ME - Order to close schools came after schools had already voluntarily closed statewide","","","ME- restaurants in a few rural counties reopened 5/18; more counties open 6/1 (indoor dining delayed for 3 counties); 6/17 reopened indoor dining for entire state","ME-by county, initial reopening limited to outdoor bars","ME- reopen in northern rural counties 6/12, reopened state-wide 6/17","","ME - Reopen personal care services (barber shops/hair salons) and outdoor recreation 5/1; rural counties reopened retail 5/18","","ME - All outdoor and indoor: amusement venues, movie theaters, performing arts venues, casinos, and businesses that provide dine-in service (including social clubs, restaurants, bars and tasting rooms) must close by 9PM.  The order did not cease curbside pick-up and delivery services after 9PM. The order was initially through 12/6/2020, but was extended through 1/3/2021 on 12/4/2020 and consequently extended indefinitely on 12/30/2020. On 1/28/2021, the order was announced to expire on 2/1/2021.","ME",23,"5/1/2020","0",1,0,0,"5/1/2020","0","0",NA,"ME- on 7/8/2020 ME issued a renewed EO that added a civil penalty against business or permit holders in violation of these orders, including revocation of licence or permit.","ME",23,"3/28/2020","5/20/2020","0",1,"ME",23,"3/18/2020","8/3/2020","0","0","0","0","0","0","0","0","3/18/2020","8/3/2020","0","0","4/16/2020","8/3/2020","0","0","0","0","0","0","0","0","0","0","ME",23,"6/12/2020","4/3/2020","0",NA,"ME - Effective 6/12, the state's mandatory self-quarantine order for all out-of-state travelers was revised, so that visitors from New Hampshire and Vermont would no longer be required to self-quarantine","ME",23,"$7.50","$7.50","$9.00","$10.00","$12.00","$12.00","$12.00","$12.00","$12.00","$6.00","$12.15",0,NA,"","ME",23,"5336",2,1779,0,"13200",12000,0.06,5.46,"$294.53",NA,"","ME",23,37.83,1338404,35380,2106,3.5,11.6,42.5,14715,474.6,1,1,"ME",23,"4/2/2020",0,"0","5/31/2020",NA,"","ME",23,0,"3/15/2020","0",1,2,1,0,0,0,"445","1045","26","39","5/10/2020","11/14/2020","7.7","266","233","0","0",NA,"ME - Work search requirement waived provided the worker remains able and available for work and maintains contact with their employer","","ME",23,"3/16/2020","11/1/2020","0","0","0"
"21","Maryland","MD",24,"3/16/2020","3/30/2020","4/5/2020","3/23/2020","3/16/2020","3/16/2020","3/16/2020","3/16/2020","03/16/2020",0,"11/20/2020","5/15/2020","5/29/2020",1,"6/19/2020","9/1/2020","5/15/2020","5/15/2020","5/15/2020","6/12/2020","6/19/2020","6/19/2020","2/1/2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"","","","MD- reopen indoor dining 6/12","","","","MD - 5/15 reopen retail, manufacturing, some personal service; 6/5 most non-essential businesses reopened (did not include large venues/theaters, bars, gyms)","","MD - Restaurants, bars, nightclubs, banquet and catering halls, and other similar establishments that sell and/or serve food or beverages for consumption on-premises must close for dine-in service from 10PM-6AM until 12:01AM on 2/1/2021. This order did not cease service for carryout, drive-through or delivery food services after 10PM. ","MD",24,"4/18/2020","0",1,1,0,"4/18/2020","0","0",NA,"MD- First facemask order was issued on april 18. On July 31 2020 the order was expanded to more indoor spaces and situations and stipulated mask use outside when social distancing can not be maintained. ","MD",24,"4/1/2020","4/28/2020","4/13/2020",1,"MD",24,"3/16/2020","0","0","0","0","0","0","0","0","0","3/18/2020","7/25/2020","11/16/2020","0","0","0","0","0","3/16/2020","1/31/2021","0","0","3/27/2020","8/25/2020","9/4/2020","0","MD",24,"12/17/2020","0","0",NA,"MD - Quarantine/testing strongly advised in 11/17 EO, but not mandated until 12/17","MD",24,"$8.25","$8.75","$8.75","$10.10","$11.00","$11.00","$11.00","$11.00","$11.00","$3.63","$11.75",0,NA,"","MD",24,"1800",2,600,0,"10800",8500,0.3,7.5,"$305.52",NA,"","MD",24,487.08,6042718,12406,6561,4.9,9,37.1,50568,257.4,1,0,"MD",24,"3/30/2020",0,"0","5/15/2020",NA,"","MD",24,1,"0","0",1,1,1,1,1,0,"430","1030","26","39","5/31/2020","12/12/2020","7.5","214","197","0","0",NA,"","","MD",24,"3/16/2020","11/16/2020","0","0","0"
